timestamp,step,demand_units,capacity_units,processed_units,backlog_units,utilization,cycle_time_min,service_level_hourly,throughput_loss_units,labor_hours_used,headcount_used,backlog_change,is_bottleneck,bottleneck_step
2025-01-01 00:00:00,pack,236.36231285470205,206.50590832160407,206.50590832160407,29.85640453309793,0.9999999951575236,49.99999951575237,206.50590832160407,29.856404533097987,2.294510066967712,3,0.0,True,pack
2025-01-01 01:00:00,pack,226.92916355702823,194.302492038318,194.302492038318,62.48307605180816,0.9999999948533856,49.99999948533856,194.302492038318,62.48307605180816,2.158916554215572,3,32.62667151871023,True,pack
2025-01-01 02:00:00,pack,262.1415188807492,222.69095404526053,222.69095404526053,101.9336408872968,0.9999999955094718,49.99999955094719,222.69095404526053,101.9336408872968,2.474343906343518,3,39.45056483548864,True,receive
2025-01-01 03:00:00,pack,193.6635585895021,209.2601928884527,209.2601928884527,86.33700658834618,0.9999999952212604,49.99999952212603,209.2601928884527,86.33700658834618,2.3251132284815497,3,-15.596634298950619,True,receive
2025-01-01 04:00:00,pack,234.53508601099784,206.12082080588573,206.12082080588573,114.75127179345829,0.9999999951484766,49.99999951484767,206.12082080588573,114.75127179345829,2.2902313168406048,3,28.414265205112102,True,receive
2025-01-01 05:00:00,pack,182.8941650018997,194.8955602104131,194.8955602104131,102.74987658494491,0.9999999948690468,49.99999948690469,194.8955602104131,102.74987658494489,2.1655062004989656,3,-12.001395208513372,True,pack
2025-01-01 06:00:00,pack,188.44655592183267,224.9921971091391,224.9921971091391,66.20423539763846,0.9999999955554014,49.99999955554016,224.9921971091391,66.20423539763846,2.4999132734358427,3,-36.54564118730646,True,pack
2025-01-01 07:00:00,pack,236.76813955467128,206.5728219911024,206.5728219911024,96.39955296120736,0.9999999951590922,49.99999951590922,206.5728219911024,96.39955296120736,2.2952535521760984,3,30.195317563568906,True,ship
2025-01-01 08:00:00,pack,258.448867674972,190.6841746469229,190.6841746469229,164.16424598925644,0.9999999947557264,49.99999947557264,190.6841746469229,164.16424598925644,2.118713028091221,3,67.76469302804908,True,receive
2025-01-01 09:00:00,pack,246.45083202141663,208.2971375841572,208.2971375841572,202.31794042651583,0.999999995199166,49.9999995199166,208.2971375841572,202.31794042651583,2.314412614108273,3,38.15369443725939,True,receive
2025-01-01 10:00:00,pack,420.3613347508286,185.36342108181984,185.36342108181984,437.3158540955245,0.9999999946051924,49.99999946051925,185.36342108181984,437.3158540955245,2.059593544691403,3,234.99791366900868,True,receive
2025-01-01 11:00:00,pack,394.57877457910695,167.4516217550784,167.4516217550784,664.443006919553,0.999999994028126,49.999999402812605,167.4516217550784,664.443006919553,1.8605735543833872,2,227.12715282402849,True,receive
2025-01-01 12:00:00,pack,378.70576004405103,246.2448293568667,246.2448293568667,796.9039376067373,0.999999995939001,49.99999959390011,246.2448293568667,796.9039376067373,2.7360536291201454,3,132.46093068718426,True,receive
2025-01-01 13:00:00,pack,400.95233247153527,178.4622007478586,178.4622007478586,1019.394069330414,0.9999999943965726,49.99999943965727,178.4622007478586,1019.394069330414,1.982913319610503,2,222.49013172367677,True,ship
2025-01-01 14:00:00,pack,383.3105027234081,173.7999009565151,173.7999009565151,1228.9046710973068,0.9999999942462569,49.99999942462569,173.7999009565151,1228.904671097307,1.931109989171168,2,209.51060176689282,True,ship
2025-01-01 15:00:00,pack,523.2244421648901,221.45867197915,221.45867197915,1530.6704412830468,0.9999999954844848,49.99999954844849,221.45867197915,1530.6704412830468,2.460651883538868,3,301.76577018573994,True,receive
2025-01-01 16:00:00,pack,438.42475970348994,189.024100901466,189.024100901466,1780.0711000850708,0.9999999947096694,49.99999947096694,189.024100901466,1780.0711000850708,2.100267764457758,3,249.40065880202405,True,receive
2025-01-01 17:00:00,pack,385.6915795576485,189.23560173070376,189.23560173070376,1976.527077912016,0.999999994715582,49.99999947155821,189.23560173070376,1976.527077912016,2.1026177736454,3,196.45597782694517,True,ship
2025-01-01 18:00:00,pack,457.077831461076,180.3728784385809,180.3728784385809,2253.232030934511,0.9999999944559292,49.99999944559293,180.3728784385809,2253.2320309345114,2.0041430714937536,3,276.7049530224949,True,receive
2025-01-01 19:00:00,pack,429.8347270907623,250.44196910720032,250.44196910720032,2432.624788918073,0.999999996007059,49.99999960070591,250.44196910720032,2432.624788918073,2.782688514716798,3,179.3927579835622,True,receive
2025-01-01 20:00:00,pack,227.21832730905777,162.380025793128,162.380025793128,2497.463090434003,0.9999999938416072,49.99999938416071,162.380025793128,2497.463090434003,1.8042224887656169,2,64.83830151592974,True,ship
2025-01-01 21:00:00,pack,277.87079006089783,188.58114722287547,188.58114722287547,2586.752733272025,0.999999994697243,49.9999994697243,188.58114722287547,2586.752733272025,2.095346056972549,3,89.28964283802225,True,receive
2025-01-01 22:00:00,pack,273.20541486093083,228.77198585650035,228.77198585650035,2631.1861622764554,0.9999999956288356,49.99999956288355,228.77198585650035,2631.1861622764554,2.5419109257176604,3,44.43342900443031,True,receive
2025-01-01 23:00:00,pack,243.91357135282232,210.38772031407007,210.38772031407007,2664.7120133152075,0.9999999952468708,49.99999952468709,210.38772031407007,2664.7120133152075,2.337641310849209,3,33.52585103875208,True,ship
2025-01-02 00:00:00,pack,189.78825816810968,216.80860285859228,216.80860285859228,2637.691668624725,0.999999995387637,49.9999995387637,216.80860285859228,2637.691668624725,2.408984449440087,3,-27.02034469048249,True,ship
2025-01-02 01:00:00,pack,186.6763662094629,200.529845761186,200.529845761186,2623.838189073002,0.9999999950132112,49.99999950132113,200.529845761186,2623.8381890730016,2.2281093725897403,3,-13.853479551723012,True,receive
2025-01-02 02:00:00,pack,187.80990634881104,162.99673994392924,162.99673994392924,2648.651355477884,0.999999993864908,49.99999938649081,162.99673994392924,2648.651355477884,1.8110748681428264,2,24.81316640488194,True,ship
2025-01-02 03:00:00,pack,200.6754031286964,157.25900806542933,157.25900806542933,2692.067750541151,0.9999999936410638,49.99999936410639,157.25900806542933,2692.067750541151,1.7473222924234115,2,43.41639506326692,True,ship
2025-01-02 04:00:00,pack,188.66347306585035,182.1695397330504,182.1695397330504,2698.56168387395,0.9999999945106082,49.99999945106082,182.1695397330504,2698.56168387395,2.024105974543827,3,6.493933332799315,True,ship
2025-01-02 05:00:00,pack,190.48873826011825,203.01403780939577,203.01403780939577,2686.036384324673,0.9999999950742324,49.99999950742324,203.01403780939577,2686.036384324673,2.255711506152048,3,-12.525299549277406,True,ship
2025-01-02 06:00:00,pack,167.14240436181132,204.2028324002352,204.2028324002352,2648.975956286249,0.9999999951029084,49.999999510290834,204.2028324002352,2648.9759562862487,2.268920334792387,3,-37.06042803842365,True,receive
2025-01-02 07:00:00,pack,176.58133721992348,190.46404130212443,190.46404130212443,2635.0932522040484,0.9999999947496652,49.99999947496653,190.46404130212443,2635.0932522040484,2.1162671020650814,3,-13.88270408220069,True,ship
2025-01-02 08:00:00,pack,181.9713819444553,186.406437434238,186.406437434238,2630.6581967142656,0.9999999946353784,49.999999463537854,186.406437434238,2630.6581967142656,2.07118261514506,3,-4.435055489782826,True,receive
2025-01-02 09:00:00,pack,237.92562711656308,214.3985916994584,214.3985916994584,2654.1852321313704,0.9999999953357904,49.99999953357904,214.3985916994584,2654.1852321313704,2.3822065479694654,3,23.5270354171048,True,ship
